FiscalYear,Superintendent_Name,field_support_center_name,location_name,principal_name,location_category_description,NthYearTeaching,experience_category,Tenure,upForTenure,flag_Extended,prior_HEDI_Rating,MOTPOptionID,observation_completion_pct,NmbrComponentRated,MOTP_Score,MOTP_Rating,growthRanking_current,MOTPComponent_2char,Component_Average,Component_Rating,PrincipalActiveYears,Fake_DBN,Fake_EmpID,Teacher_Name
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,3d,,,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,3c,2.5,D,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,2d,3,E,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,3c,3,E,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,3d,3,E,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,4e,2,D,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,2a,3,E,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,2a,3,E,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,1e,2.5,D,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,2d,3,E,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,1a,3,E,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,1e,2,D,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,4e,3,E,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,3b,2,D,8.63,00B111,5445717,"PRN, GXQ"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.5,7,2.7,Effective,597,3b,2.5,D,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,19,10,Y,,,E,C,0.25,8,2.78,Effective,597,1a,3,E,8.63,00B111,5445717,"PRN, GXQ"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,3b,3,E,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,2a,3,E,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,2d,3,E,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,3c,2.5,D,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,4e,3,E,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,1a,2,D,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,2d,4,H,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,3d,2.5,D,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,3c,2.33,D,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,3b,2,D,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,2a,2.5,D,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,1e,3,E,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,1e,2,D,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,3d,,,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.5,7,3.1,Effective,582,4e,4,H,4.48,00A681,0764240,"VUL, IOS"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,E,C,0.75,8,2.45,Developing,582,1a,2,D,4.48,00A681,0764240,"VUL, IOS"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,2a,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,3d,3,E,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,3b,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,3b,,,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,3d,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,2a,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,2d,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,1e,,,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,1a,3,E,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,3c,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,3c,3.5,E,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,4e,4,H,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,2d,4,H,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,1e,3,E,4.48,00A681,0361926,"JFI, BMG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,3.89,Highly Effective,582,4e,,,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,6,3.67,Highly Effective,582,1a,4,H,4.48,00A681,0361926,"JFI, BMG"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,3d,3,E,0.6,00B971,9471363,"UCT, CWH"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0,,,,329,,,,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,4e,3,E,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,3c,3,E,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,2d,4,H,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,1a,3,E,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,1e,3,E,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,3b,3,E,0.6,00B971,9471363,"UCT, CWH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,22,10,Y,,,E,C,0.25,8,3.34,Effective,329,2a,4,H,0.6,00B971,9471363,"UCT, CWH"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,1a,2.5,D,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,1e,2.75,E,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,1e,2.5,D,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,3d,2,D,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,3c,2.5,D,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,3d,2.5,D,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,2a,3,E,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,4e,3,E,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,3c,3,E,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,2d,3,E,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,2a,3,E,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,1a,3,E,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,4e,3,E,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,2d,3,E,8.63,00B111,3027519,"VGC, APY"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,C,0.5,8,2.61,Effective,597,3b,2.5,D,8.63,00B111,3027519,"VGC, APY"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,20,10,Y,,,E,A,0.5,8,2.9,Effective,597,3b,3,E,8.63,00B111,3027519,"VGC, APY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,3c,4,H,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,2d,4,H,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,1e,,,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,3b,4,H,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,1a,4,H,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,3d,,,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,4e,,,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,1a,3,E,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,4e,,,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,2a,4,H,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,2d,,,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,3b,,,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,1e,3,E,4.48,00A681,4691031,"JKB, QAO"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,A,0.25,5,3.56,Highly Effective,582,3c,3,E,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,2a,,,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,,E,0.3333333333,4,4,Highly Effective,582,3d,4,H,4.48,00A681,4691031,"JKB, QAO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,1e,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,1e,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,3b,,,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,2a,4,H,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,3b,,,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,3c,4,H,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,3d,4,H,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,2d,4,H,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,4e,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,3c,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,3d,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,4e,4,H,4.48,00A681,2400830,"UIP, EJM"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.6666666667,7,4,Highly Effective,582,1a,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,1a,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,2a,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,21,10,Y,,,H,E,0.3333333333,7,4,Highly Effective,582,2d,4,H,4.48,00A681,2400830,"UIP, EJM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,4e,3,E,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,3c,2,D,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,3b,3,E,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,3d,2,D,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,2d,3,E,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,4e,2.33,D,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,3b,2,D,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,2d,3,E,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,1a,2,D,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,2a,3,E,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,3d,1.33,I,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,3c,1.67,I,0.6,00B971,0351917,"CJK, HQD"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.75,8,2.19,Developing,329,1e,2,D,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,2a,3,E,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,1e,2,D,0.6,00B971,0351917,"CJK, HQD"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,21,10,Y,,,H,C,0.25,8,2.56,Effective,329,1a,2,D,0.6,00B971,0351917,"CJK, HQD"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,1a,3,E,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,3b,3,E,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,3d,2,D,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,2a,3,E,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,3c,3,E,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,2a,3,E,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,2d,3,E,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,3c,3,E,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,3b,2,D,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,2d,3,E,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,1e,2,D,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,1a,3,E,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,3d,3,E,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,4e,3,E,8.63,00B111,1507945,"TXZ, CDG"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,7,2.59,Effective,597,4e,,,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,E,A,0.25,8,3,Effective,597,1e,3,E,8.63,00B111,1507945,"TXZ, CDG"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,1e,2.5,D,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,4e,3,E,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,3d,3,E,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,3c,3,E,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,3c,3,E,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,3b,,,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,2a,3.5,E,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,1e,3,E,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,1a,3,E,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,1a,3,E,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,3b,,,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,2d,3,E,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,2d,3,E,8.63,00B111,0674449,"LKB, CLT"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,2.97,Effective,597,2a,3,E,8.63,00B111,0674449,"LKB, CLT"
